survey_type,province,city,county,survey_time,gender,birth,nationality,religion,religion_freq,edu,edu_other,edu_status,edu_yr,income,political,join_party,floor_area,property_0,property_1,property_2,property_3,property_4,property_5,property_6,property_7,property_8,property_other,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_10,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_exper,work_status,work_yr,work_type,work_manage,insur_1,insur_2,insur_3,insur_4,family_income,family_m,family_status,house,car,invest_0,invest_1,invest_2,invest_3,invest_4,invest_5,invest_6,invest_7,invest_8,invest_other,son,daughter,minor_child,marital,marital_1st,s_birth,marital_now,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_birth,f_edu,f_political,f_work_14,m_birth,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,inc_exp,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_11,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9
1,15,39,70,2015/7/13 8:36,2,1991,1,0,8,8,,4.0,2009.0,0,2,,110.0,0,1,0,0,0,0,0,0,0,,160,110,4,4,4,1,1.0,1,1,1,2,5,5,2,4,3,5,4,4,4,2,4,5,5,3,2,2,2,2.0,2.0,2,4,4,4,6,4,6,,,,,1,2,2,2,50000.0,5,2,1,1,0,1,0,0,0,0,0,0,0,,1,0,1.0,3,2013.0,1990.0,2013.0,4.0,1.0,1.0,30000.0,1.0,2.0,1.0,1967,4,1,5,1968,4,1,2,3,1,3,3,50000.0,4,4,4,4,4,-8,4,4,4,4,4,4,2,5,60,60.0,60,60,60.0,60,60,60,60
2,21,61,97,2015/7/16 16:20,1,1952,1,1,1,3,,2.0,,4500,1,,100.0,0,1,0,0,0,0,0,0,0,,170,100,3,5,5,1,1.0,1,1,1,3,1,1,1,5,5,5,5,5,5,5,5,5,5,5,1,1,1,,,1,1,1,1,1,1,3,,,,,1,1,2,2,4500.0,2,2,1,2,0,1,0,0,0,0,0,0,0,,3,2,0.0,3,1972.0,1952.0,1972.0,3.0,1.0,1.0,0.0,3.0,,,-2,3,1,2,-2,1,1,2,3,1,3,2,12000.0,4,-8,-8,-8,3,-8,-8,5,-8,-8,-8,-8,1,5,80,80.0,80,80,80.0,80,80,80,80
1,15,39,70,2015/7/13 14:32,2,1954,1,1,1,1,,,,3000,1,,250.0,0,0,0,1,0,0,0,0,0,,158,160,3,3,4,1,1.0,2,2,2,4,1,1,1,5,5,5,5,2,3,5,5,5,4,5,3,2,1,2.0,6.0,1,4,5,6,5,4,4,,,,,1,1,2,2,3000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,,2,0,0.0,3,-2.0,1954.0,-2.0,1.0,1.0,1.0,-1.0,4.0,,,-2,1,1,2,-2,1,1,2,2,2,4,-8,10000.0,4,3,4,3,4,-8,2,-8,4,-8,-8,-8,1,4,80,80.0,80,80,80.0,80,80,85,85
1,12,34,64,2015/8/9 11:18,1,1972,1,1,1,11,,4.0,1993.0,400000,1,,82.0,0,1,0,0,0,0,0,0,0,,175,130,4,5,4,2,1.0,2,3,4,2,5,3,4,4,4,2,2,3,3,2,3,3,3,2,2,4,2,6.0,2.0,4,2,-8,-8,-8,-8,1,3.0,22.0,1.0,2.0,1,1,1,1,500000.0,3,4,-3,1,0,0,1,0,0,0,0,0,0,,1,0,1.0,3,1999.0,1972.0,1999.0,13.0,1.0,5.0,0.0,5.0,,,1943,11,1,11,1946,7,1,1,1,2,2,4,-2.0,-8,-8,-8,-8,4,-8,-8,3,-8,-8,-8,-8,-8,2,20,20.0,20,30,60.0,40,40,50,70
2,17,49,82,2015/7/27 18:41,1,1973,1,1,1,6,,2.0,-2.0,30000,4,1994.0,120.0,0,0,0,0,0,0,0,0,1,,175,144,5,5,5,1,2.0,1,1,1,4,4,3,1,5,4,5,5,4,3,1,1,5,5,1,2,2,4,3.0,3.0,1,3,1,5,-8,5,1,3.0,7.0,1.0,3.0,2,2,2,2,50000.0,4,1,2,2,0,1,0,0,0,0,0,0,0,,1,1,2.0,3,1994.0,1972.0,1994.0,4.0,1.0,1.0,20000.0,3.0,,,-2,-8,1,2,-2,-8,1,2,3,3,3,4,200000.0,3,3,3,3,4,2,3,4,3,3,-8,3,1,5,100,20.0,50,50,20.0,20,20,60,50
2,17,49,82,2015/7/28 11:45,1,1993,1,1,1,12,,1.0,2013.0,600,2,,600.0,0,0,0,0,1,0,0,0,0,,180,150,5,5,4,1,1.0,2,1,1,4,4,4,1,4,3,1,4,4,3,1,1,5,5,1,4,4,2,6.0,6.0,2,2,5,4,7,4,5,,,,,1,2,2,2,-2.0,3,3,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1965,4,1,2,1965,4,1,2,2,1,2,-8,200000.0,3,4,3,2,3,3,3,3,3,3,3,3,3,4,85,75.0,70,70,70.0,70,60,30,50
2,13,36,66,2015/9/23 9:03,1,1970,8,1,1,4,,4.0,-2.0,-2,1,,400.0,0,1,0,0,0,0,0,1,0,,170,130,4,4,4,1,1.0,1,1,1,4,4,1,1,5,3,5,-8,3,4,5,5,5,5,1,4,4,2,1.0,1.0,2,4,4,6,3,2,2,,,,,1,2,2,2,10000.0,2,2,1,2,0,1,0,0,0,0,0,0,0,,1,1,0.0,3,1991.0,1970.0,1991.0,3.0,1.0,1.0,0.0,2.0,,,-2,-8,1,2,1945,1,1,2,2,3,4,2,4000.0,4,4,4,4,4,-8,2,4,2,-8,-8,-8,2,4,80,75.0,80,80,80.0,80,80,90,95
2,6,12,28,2015/8/1 7:10,1,1967,1,1,1,6,,4.0,1980.0,60000,1,,300.0,0,0,0,0,1,0,0,0,0,,165,120,2,3,4,1,1.0,1,1,1,4,1,4,1,5,3,5,5,3,3,5,4,5,5,5,4,3,2,2.0,2.0,6,4,7,4,8,3,1,5.0,30.0,2.0,4.0,2,1,2,2,80000.0,4,4,1,2,0,1,0,0,0,0,0,0,0,,0,1,0.0,3,1990.0,1970.0,1990.0,4.0,1.0,1.0,10000.0,1.0,3.0,1.0,1935,7,4,1,1941,4,1,1,2,1,3,2,40000.0,1,1,2,2,1,2,2,3,3,3,-8,3,1,4,85,80.0,80,70,80.0,90,90,80,70
1,15,40,71,2015/7/12 20:42,1,1980,1,1,1,7,,4.0,1998.0,30000,1,,87.0,0,1,0,0,0,0,0,0,0,,181,160,5,3,4,5,1.0,3,3,4,4,5,4,2,3,4,3,4,4,4,4,3,4,5,2,3,3,3,4.0,4.0,1,4,5,5,6,5,1,3.0,10.0,1.0,3.0,1,1,2,2,50000.0,2,3,1,1,0,1,0,0,0,0,0,0,0,,0,0,,3,2010.0,1983.0,2010.0,10.0,1.0,5.0,20000.0,1.0,3.0,1.0,1956,1,1,2,1957,3,1,1,2,1,4,2,150000.0,3,3,4,3,5,4,2,3,3,4,4,4,1,4,90,98.0,70,60,78.0,77,89,88,78
1,27,80,120,2015/7/30 20:08,2,1970,1,0,4,4,,4.0,1985.0,40000,1,,60.0,0,1,0,0,0,0,0,0,0,,158,128,4,4,4,5,2.0,1,4,4,5,5,4,1,4,3,3,5,2,3,1,1,4,5,1,3,4,3,3.0,5.0,2,4,5,3,7,10,1,3.0,25.0,1.0,3.0,1,1,2,2,80000.0,4,3,1,2,0,0,0,0,1,0,0,0,0,,0,1,1.0,6,1990.0,,,,,,,,,,1945,6,1,1,1943,3,1,15,2,1,4,2,50000.0,2,3,-8,-8,4,4,4,5,4,4,4,4,2,3,70,50.0,80,70,70.0,80,60,80,80
1,31,87,132,2015/8/26 9:27,1,1933,1,1,1,3,,2.0,,24000,1,,42.0,0,1,0,0,0,0,0,0,0,,160,90,3,3,4,2,1.0,5,1,1,5,1,1,1,5,5,1,5,4,1,4,4,5,5,5,1,4,1,,,1,4,5,5,-8,1,5,,,,,2,1,2,2,24000.0,1,3,1,2,0,1,0,0,0,0,0,0,0,,2,3,0.0,7,1949.0,,,,,,,,,,-2,1,1,16,-2,1,1,2,2,2,4,2,-2.0,2,2,2,2,5,2,3,2,-8,3,3,3,1,2,-2,-2.0,-2,-2,-2.0,-2,-2,-2,-2
2,31,87,130,2015/8/14 17:56,1,1943,3,1,1,4,,2.0,-2.0,0,1,,100.0,0,0,0,1,0,0,0,0,0,,167,130,3,5,4,1,1.0,1,1,1,4,1,1,1,5,4,5,5,4,4,5,5,5,5,5,4,5,1,1.0,1.0,1,4,4,4,4,1,4,,,,,1,1,2,2,10000.0,4,4,1,2,0,1,0,0,0,0,0,0,0,,1,2,0.0,7,-2.0,,,,,,,,,,-2,-8,1,2,-2,-8,1,2,2,2,4,-8,-2.0,5,5,5,5,5,5,5,-8,5,5,5,5,5,5,100,100.0,100,80,70.0,80,70,0,0
2,27,80,120,2015/7/30 10:13,2,1938,1,1,1,3,,2.0,,5000,1,,100.0,0,0,0,1,0,0,0,0,0,,160,126,2,3,4,1,1.0,1,1,1,5,1,1,1,5,5,5,5,4,4,5,5,5,5,5,5,3,1,1.0,2.0,1,4,5,2,5,2,6,,,,,1,1,2,2,40000.0,3,3,2,2,0,1,0,0,0,0,0,0,0,,3,3,0.0,7,1956.0,,,,,,,,,,-2,2,1,2,-2,1,1,15,2,1,4,2,15000.0,4,3,4,3,4,-8,2,3,2,-8,-8,2,2,3,90,90.0,90,90,90.0,90,90,90,90
2,21,64,101,2015/7/20 15:36,1,1973,1,1,1,4,,4.0,1989.0,25000,1,,100.0,0,1,0,0,0,0,0,0,0,,170,132,4,5,5,1,1.0,1,1,1,2,4,1,3,5,4,5,5,3,3,2,5,5,5,1,4,4,3,2.0,3.0,1,4,2,2,2,2,1,2.0,20.0,2.0,4.0,1,1,2,2,25000.0,4,2,1,2,0,1,0,0,0,0,0,0,0,,1,0,1.0,6,1998.0,,,,,,,,,,1946,4,1,2,1948,3,1,2,2,2,4,2,90000.0,5,5,5,5,5,5,4,5,5,5,-8,5,3,5,90,65.0,80,90,90.0,90,70,90,70
1,31,86,129,2015/8/17 10:34,2,1953,1,1,1,4,,4.0,-2.0,10000,1,,58.0,0,1,0,0,0,0,0,0,0,,160,101,3,5,4,2,1.0,1,1,1,2,4,3,1,5,3,1,5,3,5,1,1,5,5,1,2,4,4,3.0,5.0,6,4,-8,5,7,2,5,,,,,1,1,2,1,10000.0,1,3,1,2,0,1,0,0,0,0,0,0,0,,2,0,0.0,7,1974.0,,,,,,,,,,-2,-8,4,1,-2,1,1,15,2,1,3,2,30000.0,4,4,-8,4,4,5,5,5,2,3,-8,4,2,3,70,70.0,50,60,50.0,80,90,80,60
1,6,15,31,2015/8/11 10:57,1,1961,1,1,4,1,,,,10000,1,,100.0,0,1,0,0,0,0,0,0,0,,171,130,3,3,3,1,1.0,2,2,2,4,2,2,1,4,3,3,4,3,4,4,3,4,4,5,3,3,3,2.0,2.0,3,2,2,1,2,2,1,3.0,20.0,1.0,3.0,1,1,2,2,40000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,,1,1,0.0,3,1984.0,1963.0,1984.0,1.0,1.0,1.0,10000.0,1.0,3.0,2.0,-2,1,1,2,-2,1,1,2,2,2,3,2,50000.0,5,4,4,4,4,4,4,4,3,3,3,3,3,4,80,60.0,90,90,80.0,80,87,90,90
2,3,6,13,2015/9/25 20:50,2,1959,1,1,1,4,,4.0,1977.0,7000,1,,140.0,0,1,1,0,0,0,0,0,0,,160,97,4,2,3,1,1.0,1,1,1,5,1,1,1,5,3,5,5,5,5,5,5,5,1,5,1,4,1,,,1,3,3,1,2,1,3,,,,,1,1,2,2,12000.0,2,3,2,2,0,1,0,0,0,0,0,0,0,,1,1,0.0,3,1983.0,1958.0,1983.0,4.0,1.0,1.0,5000.0,3.0,,,1928,1,1,2,1935,1,1,2,2,1,3,3,20000.0,3,3,4,4,5,5,3,3,2,2,2,1,1,5,80,100.0,55,40,30.0,35,60,30,30
1,31,87,131,2015/8/15 10:09,1,1961,1,1,1,3,,4.0,1974.0,2000,1,,100.0,0,1,0,0,0,0,0,0,0,,175,160,5,5,5,2,1.0,1,1,1,3,3,1,2,5,5,5,1,5,5,5,1,5,5,2,2,4,1,5.0,4.0,1,2,1,1,1,1,5,,,,,2,2,2,2,4000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,0.0,3,1985.0,1963.0,1985.0,4.0,1.0,2.0,2000.0,5.0,,,1935,1,4,1,1944,1,1,1,2,1,3,2,10000.0,5,4,4,4,4,4,2,4,5,4,3,2,1,5,80,70.0,80,60,50.0,60,70,80,70
1,31,87,132,2015/8/22 15:04,2,1951,1,1,1,3,,4.0,-2.0,10000,1,,36.0,0,1,0,0,0,0,0,0,0,,165,124,2,5,2,2,1.0,1,1,1,4,1,1,1,5,1,5,5,5,5,2,1,5,5,5,1,3,1,,,1,1,3,3,3,1,5,,,,,1,1,2,2,23000.0,1,2,1,2,0,1,0,0,0,0,0,0,0,,2,0,0.0,7,1970.0,,,,,,,,,,-2,-8,1,2,-2,1,1,2,2,2,4,4,50000.0,3,3,3,3,4,4,2,3,3,2,2,2,1,2,50,40.0,40,60,30.0,60,80,80,80
2,6,17,33,2015/8/4 13:19,2,1948,1,1,1,3,,2.0,,2000,1,,220.0,0,1,0,0,0,0,0,0,0,,150,85,3,3,5,1,1.0,1,1,1,5,1,1,1,5,4,3,5,4,2,5,5,5,3,5,4,4,1,2.0,2.0,1,4,4,4,4,2,3,,,,,1,1,2,2,4000.0,2,2,1,2,0,1,0,0,0,0,0,0,0,,2,1,0.0,3,1971.0,1946.0,1971.0,3.0,1.0,1.0,4000.0,2.0,,,-2,1,1,2,-2,1,1,2,3,2,3,3,10000.0,4,4,4,4,5,-8,4,-8,4,4,-8,-8,2,5,70,80.0,70,70,70.0,80,75,75,80
2,31,87,130,2015/8/16 15:20,1,1939,1,1,1,1,,,,6000,1,,50.0,0,1,0,0,0,0,0,0,0,,170,130,3,3,4,1,1.0,1,1,1,3,1,1,3,5,5,5,5,4,4,5,5,5,5,5,2,4,2,3.0,4.0,1,4,5,4,5,3,4,,,,,1,2,2,2,6000.0,1,2,1,2,0,1,0,0,0,0,0,0,0,,1,0,0.0,7,-2.0,,,,,,,,,,-2,1,1,2,-2,1,1,2,2,2,3,2,10000.0,3,3,2,2,2,2,2,2,2,2,2,2,1,4,60,60.0,70,60,70.0,60,70,50,60
1,1,1,6,2015/8/21 9:07,2,1975,1,1,1,12,,4.0,1999.0,72000,1,,84.0,0,1,0,0,0,0,0,0,0,,162,120,4,4,4,7,,2,2,2,4,2,4,1,4,4,2,5,5,4,4,4,4,4,2,3,3,3,7.0,5.0,2,4,5,3,5,3,1,3.0,14.0,1.0,2.0,1,1,2,2,145000.0,2,4,1,2,0,1,0,0,0,0,0,0,0,,1,0,1.0,3,2001.0,1968.0,2001.0,12.0,1.0,7.0,73000.0,1.0,3.0,1.0,1946,6,1,1,1948,6,1,1,2,2,4,2,80000.0,4,4,4,4,4,4,3,4,3,3,-8,4,1,2,95,90.0,80,95,85.0,90,90,90,85
2,15,40,71,2015/7/14 10:56,1,1992,1,1,1,4,,4.0,2007.0,20000,1,,20.0,0,0,0,0,0,0,0,0,1,,173,130,4,5,4,1,3.0,2,2,2,4,3,2,2,3,4,4,5,4,3,2,4,4,5,1,3,3,2,4.0,5.0,2,2,2,1,5,5,5,,,,,2,2,2,2,100000.0,2,3,1,1,0,0,1,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1970,6,1,1,1970,3,1,15,3,1,5,2,60000.0,2,4,4,2,5,5,2,4,2,2,4,2,1,2,50,50.0,20,50,50.0,50,50,50,50
2,18,54,88,2015/7/13 16:56,2,1965,1,1,1,4,,4.0,1980.0,3000,1,,200.0,0,0,1,0,0,0,0,0,0,,165,110,5,5,4,1,1.0,1,1,1,5,2,1,1,5,2,5,5,4,4,3,5,5,5,4,2,3,1,1.0,3.0,1,3,7,6,8,5,3,,,,,1,1,2,2,6000.0,4,3,1,2,0,1,0,0,0,0,0,0,0,,1,1,0.0,3,1987.0,1963.0,1987.0,6.0,1.0,1.0,3000.0,3.0,,,-2,-8,1,2,-2,1,1,2,2,1,4,2,30000.0,4,4,3,2,5,-8,3,3,3,3,3,3,2,5,65,70.0,80,80,80.0,80,70,70,75
1,12,32,55,2015/9/3 15:53,1,1968,1,0,4,4,,2.0,1976.0,100000,1,,54.0,0,0,0,0,0,0,0,0,1,,165,150,5,3,4,1,1.0,4,2,2,4,3,5,2,5,3,2,5,4,4,3,5,5,5,1,3,4,1,5.0,3.0,1,4,5,3,7,1,1,1.0,32.0,1.0,1.0,1,2,1,-8,100000.0,5,2,1,1,0,1,0,0,0,0,0,0,0,,2,1,1.0,3,1991.0,1968.0,1968.0,4.0,1.0,1.0,20000.0,1.0,1.0,1.0,1924,1,1,5,1928,-8,1,-8,2,2,2,2,150000.0,3,3,3,3,3,3,3,3,3,3,3,3,3,4,8,5.0,4,8,6.0,7,9,5,8
1,29,82,124,2015/7/19 17:04,2,1973,1,1,1,3,,2.0,,-1,1,,20.0,0,0,0,0,0,0,0,0,1,,165,120,3,4,3,1,1.0,1,1,1,5,1,1,1,5,4,5,5,4,4,5,5,5,4,5,2,5,2,6.0,7.0,1,3,6,5,6,5,6,,,,,1,1,2,2,40000.0,4,3,1,2,0,1,0,0,0,0,0,0,0,,0,3,2.0,3,1993.0,1971.0,1993.0,3.0,1.0,1.0,40000.0,4.0,,,1944,3,1,2,1945,3,1,2,2,1,3,3,20000.0,4,4,4,4,4,4,4,4,-8,-8,-8,-8,1,3,60,80.0,80,70,80.0,60,60,40,60
2,21,64,101,2015/7/20 8:09,2,1966,1,1,1,4,,4.0,1980.0,0,1,,160.0,0,0,1,0,0,0,0,0,0,,164,130,2,2,3,1,1.0,1,1,1,5,5,1,1,5,3,5,5,4,4,1,1,5,5,1,5,4,1,1.0,1.0,1,2,3,4,5,1,4,,,,,1,1,2,2,30000.0,2,2,1,2,0,1,0,0,0,0,0,0,0,,1,1,0.0,3,1986.0,1965.0,1986.0,4.0,1.0,2.0,30000.0,1.0,2.0,1.0,-2,1,1,2,-2,1,1,2,3,3,4,3,20000.0,4,3,3,3,3,3,3,3,3,3,3,4,2,5,80,40.0,80,75,60.0,60,50,80,60
1,1,1,8,2015/8/24 9:47,2,1996,1,1,1,12,,1.0,2015.0,0,2,,25.5,0,0,0,0,1,0,0,0,0,,164,104,5,5,5,2,2.0,4,1,1,1,5,1,5,4,4,2,4,4,4,1,3,3,5,1,1,3,4,,,1,4,6,-8,8,5,6,,,,,2,2,1,1,120000.0,3,3,-3,2,1,0,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1964,10,1,1,1964,10,4,1,2,2,3,-8,120000.0,3,2,4,2,4,4,2,4,3,2,2,2,1,2,60,20.0,20,20,20.0,20,10,40,60
2,6,16,32,2015/8/9 12:24,2,1943,1,1,1,3,,4.0,-2.0,14000,1,,160.0,0,1,0,0,0,0,0,0,0,,145,108,3,4,4,2,1.0,1,1,1,3,1,1,2,5,3,5,5,5,2,4,5,5,5,5,4,4,1,1.0,1.0,1,4,5,3,6,3,4,,,,,1,1,2,2,20000.0,2,2,2,2,0,1,0,0,0,0,0,0,0,,2,1,0.0,7,1963.0,,,,,,,,,,-2,1,1,2,-2,1,1,2,3,2,3,2,30000.0,3,3,3,3,3,3,3,3,2,2,2,2,2,4,80,80.0,80,80,80.0,90,80,80,80
1,4,7,19,2015/10/18 14:28,2,1963,1,1,1,4,,4.0,1978.0,-3,1,,7.0,0,0,0,0,0,0,0,0,1,,162,103,5,5,5,1,3.0,1,2,1,4,5,1,1,4,2,4,5,4,4,3,5,5,5,1,2,3,2,5.0,4.0,1,2,1,8,-8,7,1,3.0,6.0,1.0,4.0,1,1,2,2,-3.0,2,1,1,2,0,1,0,0,0,0,0,0,0,,1,1,0.0,3,1988.0,1960.0,1988.0,12.0,4.0,2.0,-3.0,5.0,,,1937,1,1,2,1940,1,1,2,3,2,4,3,-3.0,5,4,3,4,3,3,4,4,3,3,4,3,4,3,60,60.0,50,50,60.0,50,80,70,60
1,21,64,100,2015/7/15 16:31,1,1961,1,1,1,7,,4.0,1982.0,40000,4,1985.0,75.0,0,1,1,0,0,0,0,0,0,,170,140,4,4,4,5,2.0,4,3,4,4,4,3,1,3,3,1,4,4,3,3,2,5,5,1,4,4,4,6.0,3.0,2,4,6,5,7,5,1,3.0,33.0,1.0,2.0,1,1,1,1,60000.0,3,4,2,2,0,1,0,0,0,0,0,0,0,,1,0,0.0,3,1983.0,1960.0,1983.0,6.0,1.0,5.0,19000.0,5.0,,,1930,10,1,1,1933,10,1,1,2,1,4,2,100000.0,3,4,-8,-8,5,5,5,4,3,4,-8,4,-8,3,80,87.0,80,85,80.0,80,85,78,75
1,26,76,116,2015/9/29 20:57,1,1997,1,1,1,10,,1.0,2013.0,1000,1,,100.0,0,0,0,0,1,0,0,0,0,,180,130,4,4,3,2,1.0,2,3,2,4,5,3,1,2,3,3,3,3,2,2,2,3,5,1,2,3,3,5.0,3.0,3,4,3,2,5,2,6,,,,,2,2,1,2,100000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1970,3,1,1,1969,3,1,1,3,2,3,2,50000.0,4,4,4,4,4,4,4,4,4,4,4,4,4,2,80,80.0,80,80,80.0,80,80,80,80
1,21,62,98,2015/7/18 11:55,2,1962,8,1,1,9,,4.0,2004.0,30000,4,2000.0,120.0,0,0,1,0,0,0,0,0,0,,162,120,3,4,5,2,1.0,4,4,1,4,3,1,1,5,2,1,2,4,3,2,2,4,4,1,2,4,3,3.0,4.0,1,4,4,4,5,3,1,3.0,36.0,1.0,3.0,1,1,2,2,45000.0,1,2,2,2,0,1,0,0,0,0,0,0,0,,1,0,0.0,3,1984.0,1961.0,1984.0,4.0,1.0,2.0,15000.0,1.0,3.0,1.0,-2,1,1,1,1936,2,1,2,1,2,4,2,60000.0,4,3,-8,-8,4,4,4,4,4,4,-8,4,2,5,85,-2.0,50,60,50.0,70,50,80,85
2,2,4,11,2015/7/30 17:29,2,1928,1,1,1,1,,,,0,1,,90.0,0,0,0,1,0,0,0,0,0,,145,80,3,2,3,1,1.0,1,1,1,2,1,1,4,5,5,5,5,4,5,5,5,5,5,5,1,1,1,,,1,4,4,3,-8,1,4,,,,,1,1,-1,-1,2000.0,3,2,1,2,0,1,0,0,0,0,0,0,0,,3,4,0.0,7,-2.0,,,,,,,,,,-2,1,1,-8,-2,1,1,2,3,2,4,-8,-2.0,5,5,5,5,5,-8,5,-8,5,-8,-8,-8,3,3,90,90.0,90,90,80.0,90,90,90,79
1,1,1,3,2015/9/24 11:53,2,1945,1,0,1,4,,4.0,-2.0,30000,1,,49.9,0,0,0,1,0,0,0,0,0,,158,120,2,3,2,2,1.0,2,2,4,5,1,1,1,4,4,3,4,4,4,3,1,5,5,5,4,4,1,1.0,5.0,1,2,3,5,4,2,5,,,,,1,1,2,2,30000.0,1,2,0,2,0,1,0,0,0,0,0,0,0,,2,0,0.0,7,1970.0,,,,,,,,,,-2,-8,1,2,-2,-8,1,2,3,3,4,3,50000.0,5,5,5,5,5,5,5,5,5,5,5,5,4,4,60,60.0,60,70,70.0,70,80,70,60
2,9,22,44,2015/7/4 8:49,2,1947,1,1,1,3,,4.0,1960.0,1660,1,,50.0,0,0,0,1,0,0,0,0,0,,165,130,1,1,2,1,1.0,1,1,1,4,1,1,5,5,4,5,5,5,4,4,5,4,5,5,2,1,1,6.0,5.0,1,4,3,5,2,4,5,,,,,1,1,2,2,5000.0,2,2,0,2,0,1,0,0,0,0,0,0,0,,2,2,0.0,3,1967.0,1948.0,1967.0,3.0,4.0,1.0,3000.0,3.0,,,-2,1,1,2,-2,1,1,2,3,2,4,3,10000.0,5,2,5,5,5,3,2,4,3,3,3,2,2,1,90,80.0,80,70,70.0,80,70,80,70
2,16,47,79,2015/7/27 13:22,1,1967,1,0,1,3,,4.0,1980.0,20000,1,,360.0,0,1,1,0,0,0,0,0,0,,172,165,4,3,3,1,1.0,1,1,1,4,1,1,1,5,5,5,5,4,4,5,5,5,5,5,3,3,1,3.0,3.0,1,3,3,1,4,1,3,,,,,1,1,2,2,55000.0,7,2,1,2,0,1,0,0,0,0,0,0,0,,1,1,0.0,3,1988.0,1969.0,1988.0,3.0,1.0,1.0,0.0,2.0,,,-2,1,1,2,-2,1,1,2,3,2,3,3,20000.0,4,4,4,4,4,-8,4,-8,3,-8,-8,-8,1,4,60,60.0,40,60,60.0,60,50,60,60
2,18,53,87,2015/7/15 12:14,2,1945,1,1,1,1,,,,0,1,,220.0,0,1,0,0,0,0,0,0,0,,159,120,3,3,3,1,1.0,2,2,4,2,1,1,2,5,4,5,5,4,4,4,4,5,2,5,3,3,2,4.0,3.0,1,4,4,3,4,3,4,,,,,1,1,2,2,10000.0,1,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,0.0,3,1968.0,1945.0,1968.0,3.0,1.0,1.0,10000.0,1.0,5.0,1.0,-2,1,1,2,-2,1,1,2,2,2,4,2,20000.0,4,3,4,3,5,3,3,3,4,3,3,3,3,4,80,80.0,80,80,80.0,80,80,80,80
2,28,81,122,2015/8/1 11:09,1,1939,1,1,1,1,,,,1300,1,,50.0,0,1,0,0,0,0,0,0,0,,165,100,4,3,4,1,1.0,2,1,3,3,1,1,2,5,5,5,5,3,3,5,4,5,5,5,4,4,2,1.0,1.0,1,4,1,1,1,1,4,,,,,1,1,2,2,1300.0,1,1,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1911,-8,1,2,1910,1,1,2,3,2,1,2,5000.0,5,3,3,4,5,4,3,4,5,4,3,4,4,4,80,80.0,70,60,60.0,80,80,60,70
1,6,12,28,2015/7/29 8:07,2,1993,5,1,1,12,,1.0,2013.0,0,1,,138.0,0,0,0,0,1,0,0,0,0,,168,125,5,5,4,1,1.0,2,3,2,5,5,3,1,4,3,3,4,3,3,1,3,4,5,1,4,4,3,3.0,2.0,6,4,3,3,5,3,6,,,,,1,2,1,2,500000.0,3,4,2,1,1,0,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1968,3,1,9,1966,4,1,2,2,2,4,-8,100000.0,5,5,4,4,4,4,4,5,4,4,5,5,4,5,65,75.0,69,85,74.0,66,86,75,65
1,21,64,102,2015/7/16 10:57,1,1973,1,1,1,6,,4.0,1991.0,20000,1,,70.0,0,1,1,0,0,0,0,0,0,,178,140,3,1,4,5,1.0,1,1,2,4,4,1,1,5,3,5,5,3,4,3,1,5,5,1,1,3,2,,,3,4,3,3,3,5,1,4.0,20.0,1.0,3.0,1,2,2,2,50000.0,3,2,1,2,0,1,0,0,0,0,0,0,0,,0,1,1.0,3,1998.0,1973.0,1998.0,4.0,1.0,4.0,30000.0,1.0,5.0,2.0,1937,6,1,1,1938,4,1,1,3,2,3,2,50000.0,4,5,-8,-8,4,4,3,4,4,4,-8,5,3,4,60,40.0,20,50,20.0,20,50,50,70
